val_acc,adv_acc,train_val_acc,train_adv_acc
0.6928,0.4494,0.6944,0.45822
0.7227,0.4822,0.74304,0.5006
0.7664,0.5181,0.76752,0.52904
0.8202,0.6051,0.8346,0.62714
0.8265,0.6136,0.84444,0.63986
0.8288,0.6165,0.84598,0.64324
0.8402,0.6219,0.85634,0.65432
0.8402,0.6239,0.85698,0.65452
0.8418,0.6228,0.86084,0.65548
0.8425,0.6244,0.85808,0.65528
