val_acc,adv_acc,train_val_acc,train_adv_acc
0.9589,0.8991,0.9770333333333333,0.8921166666666667
0.9738,0.9305,0.9770333333333333,0.92585
0.9773,0.935,0.9770333333333333,0.9308
0.9804,0.947,0.9770333333333333,0.9443666666666667
0.9756,0.9307,0.9770333333333333,0.93095
